epoch,train_loss,val_loss,train_energy_rmse,val_energy_rmse,train_energy_rmse_offset_free,val_energy_rmse_offset_free,train_energy_bias,val_energy_bias,train_force_rmse,val_force_rmse,train_stress_rmse,val_stress_rmse
28,0.024849960580468178,0.017402397468686104,13.559797458626466,4.068220921630361,13.55289468644581,3.323216725125165,-0.4326115313783582,2.3466256763786077,0.04339770161612276,0.036798446922359784,0.0002414579983491538,0.00019607633417355617
29,0.02422359585762024,0.016909567639231682,16.652182291880575,28.01571353579559,16.64948305183636,2.5657985736787365,0.2998152575083296,-27.897972732782367,0.04301108904706513,0.03637646432727903,0.0002333332151636793,0.00017006518678738033
30,0.023441612720489502,0.017650362104177475,11.667213097499324,8.021277087642254,11.665870712752753,2.484343484372887,-0.17698015650758048,-7.626855418086051,0.042781047872359874,0.03632655095393415,0.00022362923489498555,0.0002095194087227929
31,0.022928206250071526,0.016784749925136566,10.352202717767302,5.2195775494663925,10.351960114162214,3.533773369653724,-0.07087245264100328,-3.8414106220006943,0.042555761482129924,0.03642502592387997,0.00021699899053205995,0.00018680687643348034
32,0.02315714955329895,0.0166291706264019,9.921547391219521,3.5990664895173268,9.921495918594466,2.494482647926819,-0.03195893502905351,-2.5943854600191116,0.04244454852621966,0.036545049231652346,0.0002245217596033474,0.00018057718331398076
33,0.02288627065718174,0.01658499799668789,10.062458308542539,12.026556768847284,10.062149879743577,2.913704043610428,0.07878457166919284,11.668264500796795,0.04248817429224701,0.03637560878317275,0.00021749141933580308,0.0001791231750829148
34,0.022902149707078934,0.015649989247322083,11.767678350980447,5.324047017239765,11.767498204441859,3.1783157135464033,-0.06511359759374417,4.271274501457811,0.04225692576020108,0.035900316552050685,0.00022146994240953682,0.00016532745759669925
35,0.022274138405919075,0.017531538382172585,9.400169091123974,10.935115998141034,9.400115828903647,1.4571449960235396,-0.031644034470288046,10.837596151977777,0.04207243116076332,0.03683301270423244,0.0002117220789488569,0.00019609321390512952
36,0.022413956001400948,0.01571923866868019,11.762495305511905,10.52203719942518,11.76233897053998,2.07954954947648,0.06064449114291152,-10.314491771161554,0.041871885676675755,0.035670758891093654,0.00021773162366671816,0.0001698380138625762
37,0.02235320955514908,0.017997264862060547,10.779088131829427,6.7999190146888955,10.778860702105842,1.5801068255920265,-0.07002084221375782,6.613785680383444,0.04201367247762568,0.036249581867988004,0.00021408391960352072,0.0002193331689887571
38,0.021562090143561363,0.015459520742297173,8.099112362638794,5.085964844153346,8.098984876330501,1.7862215588093904,-0.04544266297774413,4.761979728937149,0.04158210210125725,0.03585198703224418,0.00020502204643390513,0.00016062386902127455
39,0.02162332274019718,0.016828401014208794,10.450207744452728,5.763481151784863,10.450108115384255,2.0766292431567472,0.045631995353403176,5.376367358490825,0.04154982458820457,0.035333044305401955,0.000206104094567209,0.00020762816005461261
40,0.021724918857216835,0.01659608632326126,9.520025379899302,12.398033760136203,9.51996945800245,2.2357005626520237,0.03263054745809233,12.194789219647644,0.04133191554774731,0.035756888397446215,0.00021327547485289514,0.00019122823469964277
41,0.021486151963472366,0.015118034556508064,7.184404494989848,13.092537104164608,7.184017004958108,2.236340361468633,-0.0746164868045101,-12.900128278881311,0.04142677647816925,0.035644120080009535,0.000206650517560284,0.0001497193126319888
42,0.02154049463570118,0.017749685794115067,8.569764578950705,3.17328707370584,8.569760531688704,2.856232258499914,0.008328754329667603,-1.382638107985258,0.04133939856088291,0.035394421263429884,0.00020917207688323023,0.00022829728586062713
43,0.02141714282333851,0.016019100323319435,7.406364385556529,4.220366304852546,7.406364130672292,1.7225921058145435,-0.001943072569605088,3.852813022211194,0.041175083796336345,0.035307107550946654,0.00020990568444069526,0.00018802584016285284
44,0.020757386460900307,0.016200460493564606,7.844034894211248,6.368122850226726,7.843693820704106,2.212415939168323,-0.07314826485939406,-5.971449099481107,0.04106092525837103,0.03612115022524389,0.00019579275874376858,0.00017642368591580973
45,0.021843846887350082,0.015904055908322334,7.134584950787014,2.067504102222335,7.1345417059303555,2.0657298173901135,-0.024840819972069758,-0.08563605695962909,0.041502340334638385,0.03563597147489905,0.00021368716629493055,0.00017890101712499885
46,0.020572436973452568,0.0156847070902586,6.587428185416697,6.69652324556487,6.58693407569944,2.2607306733108308,-0.0806819707984029,6.303373731672764,0.04077770813011839,0.0359047401394436,0.00019744595854111395,0.00016578180657104467
47,0.020340753719210625,0.017335008829832077,7.300200516835786,9.680098869845233,7.299750187312812,1.7818524167489207,0.0810850715979087,-9.514689490199087,0.04070417556957181,0.0348969006133345,0.0001927912016835095,0.00022501924789520178
48,0.020715445280075073,0.014468505047261715,7.911746944661459,5.800138231224663,7.911120984621128,2.1203510022594543,-0.09952126932033653,5.398677164688706,0.04067524263200891,0.034713689996790746,0.00020262828683288004,0.0001544169979889126
49,0.020635683089494705,0.014525841921567917,6.909467137719245,4.485162111231274,6.909442937371947,2.3795543724288595,-0.01828722021221971,3.8018942847847943,0.04072364919442006,0.03488059725117442,0.00020003754598620476,0.0001529432374684169
50,0.020191144198179245,0.015514482744038105,5.775306340356887,2.2915398169819587,5.775267287217514,2.0228114667588764,-0.021238789083231072,1.0767490435391665,0.04070215971016022,0.03507440383781114,0.00018944097275984308,0.0001790835840680393
51,0.020066266879439354,0.01683896593749523,6.779789787264581,9.320280822458603,6.778848475156492,1.381070565746194,0.11297305150179864,-9.217390015721321,0.04050221732302433,0.03531380349413975,0.00019009618947761196,0.00020691671816340133
52,0.020045939832925797,0.014417104423046112,6.588023890700627,4.0340534959326515,6.587989997608481,2.4757953423667143,0.021132341395040465,-3.1849686075001955,0.04043915402057726,0.03467021004937234,0.00019097078599844466,0.00015429182384404502
53,0.01983204483985901,0.01607302390038967,5.794525218921674,2.5831799647386826,5.792934353443239,1.4300627912153814,-0.13577219677240795,2.1512180604040627,0.04026805115624327,0.03617912558647111,0.00018923421859568882,0.00017254158885821605
54,0.019511843100190163,0.019089646637439728,6.908199811366414,2.484714479321571,6.908108231413393,2.4386641764387673,-0.03557101125167399,0.4761544689536098,0.0401471056676986,0.034979948885858085,0.00018286274300238005,0.0002616773681799131
55,0.019956912845373154,0.013753573410212994,6.31454634480643,3.5476786464062755,6.314519582375487,1.076729528332288,0.01838435489049797,3.3803368620574474,0.040224748394186584,0.03431227077024407,0.00019324587761863722,0.00014027359838823981
56,0.019418492913246155,0.013770345598459244,8.06404533767114,5.077763049232114,8.063748409289982,1.5879839838650058,0.06920115381203,-4.823067950084805,0.04002451675427985,0.0340595430044266,0.00018252455345305,0.00014642532367336713
57,0.019391048699617386,0.015544171445071697,7.452502472424467,4.547318694341199,7.452256104306139,1.7760297368503781,-0.06059750262755782,4.186146877706051,0.039982949751994804,0.035867319302470814,0.00018294393080265045,0.00016305973213338054
58,0.019238857552409172,0.015292901545763016,6.473053460254105,3.226681889864395,6.472644828994529,1.5183940712548594,-0.07273250303704934,2.847095970064401,0.03998076068018079,0.03413008961298221,0.00017916365683386823,0.00019062688771102578
59,0.019086169078946114,0.015574035234749317,5.26464039564248,4.308993750185763,5.263322234114616,2.4695500619511415,-0.11780303606152669,-3.5311116706579924,0.039894683686571494,0.03477964731898007,0.00017720775325687915,0.00018599003321315383
60,0.01942599192261696,0.015466831624507904,5.348499907369085,9.03644328370887,5.347009427713671,1.127593454227635,0.12625941180063988,-8.965815089643002,0.03990027177627814,0.0341876848207162,0.0001864064237741846,0.00019228093677453256
61,0.019023966044187546,0.013801831752061844,7.720142731227349,2.0253535567453866,7.719008543703963,1.9880160369417852,-0.13232872986503427,-0.38710368983447563,0.039784307910071814,0.034175826035836535,0.00017703579243461513,0.0001455287048364711
62,0.019112147390842438,0.013466019183397293,5.719760412767755,1.8936465144015766,5.719567853898038,1.6293594036282268,-0.04693340091412483,0.9649274870753288,0.03972649044815293,0.034076064212666915,0.00018152451953862902,0.0001360387038018075
63,0.01884559355676174,0.013469179160892963,7.585685607782112,5.424560513680217,7.583752386082388,2.355014131456056,0.17124802685695623,-4.88669266551733,0.03968070209206425,0.03387697478725519,0.000174358748553435,0.0001401163980281121
64,0.018871180713176727,0.013990504667162895,5.01173152991642,5.631694506027358,5.0116521813581025,1.4823303698677028,-0.028201791556036193,-5.433109577745199,0.0395772756260969,0.03410443824328305,0.00017832871639959235,0.00015256677506342306
65,0.01887814700603485,0.014600289985537529,5.073011099068754,6.959983753140256,5.072951049805537,1.926794033995699,-0.0246831430672632,-6.687962215393782,0.03964954635646342,0.03418870263147961,0.0001768956648764281,0.00016920915754831104
66,0.018482668325304985,0.013913001865148544,5.211410786091021,2.774004285927632,5.2111188952498955,1.6397600113007433,-0.055156513262941576,2.237473325803876,0.039417982879778754,0.03410931559224031,0.0001707449883286982,0.00015069352193251904
67,0.018561819568276405,0.013831612654030323,5.650392345232209,7.981697092481263,5.649432617430138,2.1498983126772657,-0.10413815907331077,7.6867044772952795,0.03941412286195929,0.033908803555109036,0.00017299752226397088,0.0001506596978906685
68,0.018566975370049477,0.014370264485478401,5.172862824267786,2.3430702853576,5.169448687830047,1.9702526107620728,0.18790971923744698,1.268102129921317,0.03939940295452658,0.03369725995409999,0.00017362849042476804,0.00017348552692388403
69,0.018514147028326988,0.01352553442120552,5.558796340513273,9.204962997729906,5.546551386710138,3.080264983176501,-0.36876072172563296,8.674290254712103,0.0394070764334925,0.033925437475754876,0.00017180664440718532,0.00013897664422674868
70,0.018386531621217728,0.013652751222252846,6.475598203391948,2.8979627784258786,6.472226008899111,1.4718069035511963,0.20895593196395368,-2.4963919371366505,0.03931398896530942,0.03355287737299591,0.00016989065030763125,0.0001544797397853533
71,0.018228281289339066,0.01349179819226265,4.536741303659183,2.264275299880118,4.53644358064031,1.948748463727382,0.05197399344429084,-1.1529622972011566,0.039222600448797516,0.03395258220657923,0.0001679654442193514,0.00013996046930366357
72,0.01811840943992138,0.01402567233890295,5.224518703247522,8.63958579108137,5.224368194806416,1.6189505747410349,-0.03965659690794231,8.486544743180275,0.03920730264233982,0.0335981296661515,0.00016482255100653422,0.0001631774055070156
73,0.01812116988003254,0.013326040469110012,4.423836530096901,7.260431675808875,4.4233395027557885,2.1373463581022416,-0.06631205305198114,6.938704393804073,0.03916042759708537,0.03377877184424716,0.0001662508804900338,0.00013650175903742254
74,0.018255149945616722,0.013288328424096107,4.723610493161956,3.592944772585661,4.72358259842437,1.3622163950618824,0.016233513859097413,3.3246982768177986,0.03929588657689352,0.033511878563311503,0.00016699576752370266,0.00014300205607710337
75,0.01820416934788227,0.013302127830684185,4.801422983012213,9.220116125096556,4.80070072281958,1.4435113761152094,-0.08327803862640502,9.106416214257479,0.039175045305518574,0.03353826132570352,0.00016828209285947384,0.0001403198999282381
76,0.018089523538947105,0.013401045463979244,4.801489516128445,3.408983530414475,4.801168918379746,1.1503633807202165,0.05548504911803428,3.2090236525982614,0.039113762532415254,0.033564255817017066,0.0001662912476135908,0.00014573377277551412
77,0.018061291426420212,0.012887896969914436,3.933953774243985,3.6134141239443376,3.9328424697491395,1.4042954201725455,-0.09350083435983812,3.3293717131018643,0.03911792903748802,0.03334011272692338,0.00016557063078010548,0.00013263525864201265
78,0.017956703901290894,0.013076509349048138,4.110798666213649,2.7157343805359204,4.110602095823517,1.1941717246374448,0.04020054670329168,2.4390914533287287,0.03908121425007717,0.033434302203884,0.00016321871636610367,0.0001374993723927987
79,0.017872372642159462,0.012991169467568398,3.479098585526667,3.0036984759162917,3.4788313963655186,1.5456759241462243,-0.04311709029131664,2.575478687882424,0.039003247867719505,0.03336892853571281,0.00016264906769887386,0.00013591513232068906
80,0.017848119139671326,0.013126196339726448,4.070402762250874,2.1262384287953986,4.070312397960193,1.8561257843244816,0.027122498983096377,1.0371532812714577,0.03898425745501404,0.03347895256709182,0.00016221872926308,0.00013832116911597004
81,0.01773187331855297,0.012908173725008965,3.5988059725589907,1.658099353691513,3.598613713756695,1.4022105815529782,0.03719902268221312,0.8849287834018471,0.03888098726399346,0.03334612459402951,0.00016122263926126088,0.0001336332559112548
82,0.017756687477231026,0.01303159724920988,3.8908915170666427,1.352734376100453,3.890885708556409,1.3501766962578352,0.006723134138492967,-0.0831455420702695,0.03895250560903281,0.03341634399944868,0.0001601951184955133,0.00013650078541519898
83,0.017697591334581375,0.01312680821865797,3.799211557809289,5.657805142931773,3.795742383761347,1.826912269300245,-0.16232133904517326,5.354731608182193,0.03883867896324812,0.033335884507225994,0.00016113231120651604,0.0001407829829414681
84,0.017682170495390892,0.012821692042052746,3.387533984639083,2.212304307340305,3.384335950067683,2.1202203514710836,0.14716206768124018,0.6316296458244322,0.038867406612835526,0.033280190687916024,0.00016004951658435624,0.000131950267639596
85,0.017597075551748276,0.01295591052621603,4.021728332473919,3.7585825951027028,4.017618292359758,1.7774460715152014,-0.18177468778602218,3.3117410205304627,0.038741382669314796,0.03337778464387788,0.00016029818249041646,0.00013420207239556647
86,0.017680741846561432,0.012977998703718185,3.6113169580060833,4.3186300012823615,3.611137853525459,1.845076283691807,-0.03596629002072162,3.9046457707881923,0.03880979226453937,0.03324710607310079,0.00016134794028898133,0.0001380452289428888
87,0.017646994441747665,0.01331544853746891,3.461280500160241,1.7885023231651174,3.4603191077157835,1.6489701123374156,0.08157434380102829,0.692559115588665,0.03884824370453155,0.03310492918800274,0.00015939706807402383,0.0001533912397475705
88,0.0175459124147892,0.012854257598519325,3.225074998661546,3.124030530641687,3.224981261291018,1.5745834131100445,0.02458884530762255,-2.698194550350309,0.03875515117600419,0.03322821999003854,0.00015854311722542807,0.00013428895903792415
89,0.01750749535858631,0.012893346138298512,3.5348652839518175,2.897446478812234,3.5348650016335483,1.6888232106180647,-0.0014127682147684075,2.3543730080127716,0.03868727378841937,0.033283959843408886,0.00015892007955605072,0.0001344147040178865
90,0.01747903786599636,0.01280407514423132,3.607358517179186,2.2235929098442053,3.6073523060953514,1.6875186176298156,0.006694114860902687,-1.4479800909757614,0.038733807495906866,0.033293150473779044,0.0001568625328569328,0.0001309500540872847
91,0.017465414479374886,0.01288770604878664,3.5694918228634935,2.071907001347682,3.5691762393778657,1.7839211329619606,-0.04746415226063058,-1.0537665840238333,0.03873423867838081,0.03315311601078215,0.00015642593508691816,0.0001375544947576922
92,0.017403494566679,0.012942705303430557,2.9351265536101994,1.9549105184866684,2.9349472986078147,1.9161540246967739,-0.03243825060605726,0.3873356282711029,0.03864767054751369,0.03319174034738393,0.00015671737080299222,0.00013863503941577128
93,0.017432620748877525,0.012880793772637844,3.326750653988321,2.359721987705675,3.32666061306674,1.5061210091825763,0.024476096137650175,-1.8165592104196546,0.03869066045954584,0.03315582131745754,0.0001565083999227438,0.00013719108204808477
94,0.01747540384531021,0.01279310043901205,3.197457404836646,1.6719613101699673,3.1968557770564643,1.6616984395873369,0.06202416017496157,-0.18496734462678432,0.03870757440465497,0.033188244414653824,0.00015748182312857342,0.00013325574439797426
95,0.017393114045262337,0.012701206840574741,3.187247336306277,2.0590484330220247,3.1866145759753177,1.395607653462456,-0.06350690492473089,1.5139219686388972,0.03863165006959273,0.03301664319023979,0.0001567336410846086,0.00013401421955942658
96,0.01730947569012642,0.012714235112071037,3.1287478485300135,1.8972568992077208,3.1283104457770627,1.8270120507530374,-0.052314955063449124,0.5114789418876169,0.038566366253547056,0.0331121093284654,0.0001556826033623009,0.00013215593897857524
97,0.017332229763269424,0.012687972746789455,3.349676413766613,1.9486603026261895,3.3495643455908928,1.8258853527229022,-0.027400213331502152,0.6807493325322864,0.038609110104568335,0.03314421830875322,0.0001553069485590588,0.0001303373743882338
98,0.017365651205182076,0.012751405127346516,3.101636780232306,2.058725676240159,3.1011290307689796,1.4650415749468555,0.0561199698118042,-1.4463763665407896,0.03864903498021662,0.033045746574205816,0.0001554421753525681,0.00013516483175981405
99,0.017364371567964554,0.012815792113542557,3.0534406837365347,2.045958981033755,3.0533410487906467,1.5181356389016778,0.02466675632245844,1.3715729415416713,0.038632248253002564,0.033219131232353684,0.0001558272104276933,0.00013328543791152675
100,0.017375944182276726,0.012732893228530884,3.110441167927811,2.8124400857862355,3.1075694014674595,1.6936650405531846,-0.13362886740255187,2.2452879473567005,0.038628229675036416,0.033057855936719616,0.00015628494412260645,0.00013404340933973347
